165,995,306,987,119,923,852,191,669,186,448,779,748,313,81,380,378,406,965,269,
678,746,204,381,96,769,83,499,721,785,528,537,708,845,622,633,320,112,617,788,
679,53,155,442,966,230,166,360,722,361,983,234,744,299,579,309,24,894,698,39,
76,341,140,878,23,417,750,362,66,249,745,226,268,440,94,648,781,280,672,837,
363,398,900,925,735,530,175,393,505,736,517,673,462,843,326,295,237,600,685,27,
612,371,357,476,92,893,992,554,564,702,666,520,911,338,220,447,623,827,415,390,
846,780,451,159,211,899,52,177,372,838,927,335,236,585,909,808,655,0,189,929,
749,496,438,531,635,688,470,3,989,732,800,82,169,171,87,2,467,817,822,422,
84,737,764,464,967,628,11,8,879,198,955,667,457,172,774,267,364,937,740,998,
943,132,72,696,608,301,388,502,88,557,569,407,951,70,233,197,729,868,526,218,
55,208,884,74,892,180,809,262,241,770,988,619,935,733,803,586,409,174,898,510,
105,109,683,261,626,65,515,761,758,150,928,873,333,932,44,354,610,454,797,68,
790,772,441,972,272,718,676,379,213,289,821,281,860,64,652,383,330,974,486,558,
50,519,245,345,707,185,647,311,460,489,350,738,536,221,625,887,656,640,997,239,
709,56,487,459,598,533,908,753,342,286,420,851,410,591,504,10,348,747,128,514,
219,944,938,161,872,319,138,375,152,212,710,701,896,807,14,552,103,400,324,419,
194,716,325,787,804,456,513,942,471,970,316,960,136,986,210,201,700,275,577,248,
492,293,435,12,97,158,251,895,270,425,643,523,588,203,247,980,391,36,915,443,
991,13,573,525,829,848,48,179,711,921,17,494,551,546,157,947,509,572,556,60,
115,977,491,123,581,135,575,522,630,934,73,631,993,78,548,58,783,216,589,916,
538,110,720,392,382,818,782,501,162,566,444,760,207,144,337,658,642,75,985,353,
223,841,351,654,176,660,134,307,794,703,576,717,80,418,882,200,755,427,483,831,
264,890,167,278,205,42,791,606,297,98,535,541,920,614,914,812,21,627,9,34,
104,953,734,195,343,90,302,43,637,373,693,810,67,599,423,303,277,767,117,62,
725,962,832,394,776,697,973,163,999,386,905,689,453,377,290,939,256,260,834,662,
714,682,192,466,773,347,730,488,263,739,356,871,291,671,187,649,941,820,777,160,
814,674,906,604,907,691,154,296,308,149,181,329,29,560,763,493,880,819,924,495,
304,867,521,434,544,529,385,650,850,445,403,59,886,869,168,542,416,472,5,847,
93,982,396,170,271,95,833,961,950,156,789,603,677,120,596,190,111,855,634,957,
310,680,450,728,142,484,114,940,981,99,863,164,71,641,432,33,704,876,47,321,
712,664,298,830,193,46,553,352,584,173,121,621,681,540,468,713,881,35,550,805,
294,318,54,979,825,956,948,139,498,490,242,439,870,866,222,644,45,996,255,511,
902,122,287,16,199,91,178,726,823,590,844,349,355,919,215,51,235,661,663,936,
968,126,232,429,482,231,414,629,917,500,38,583,214,668,613,799,836,151,107,828,
727,518,288,37,184,421,594,469,328,133,15,22,754,141,715,706,903,592,768,724,
741,762,580,605,252,334,963,849,428,28,543,137,964,864,922,452,217,374,806,620,
404,79,225,20,984,978,994,945,61,611,901,618,888,757,405,969,796,653,877,116,
771,616,534,312,835,412,305,284,6,990,686,250,795,889,77,446,904,395,118,196,
69,856,568,547,147,766,975,684,339,865,705,431,32,910,840,30,475,430,465,124,
597,723,824,273,146,778,387,802,694,503,259,101,274,595,651,411,322,582,857,367,
692,244,574,18,258,952,397,257,463,332,49,756,563,331,227,786,926,182,632,593,
567,798,40,815,742,645,976,891,344,759,229,129,578,413,883,699,657,125,130,687,
31,813,426,587,670,315,859,549,228,369,516,127,532,751,143,433,793,481,25,4,
365,801,959,506,497,89,148,478,19,276,675,826,918,473,376,265,571,401,931,1,
854,559,102,954,949,971,26,524,474,665,113,624,437,209,206,7,285,224,562,327,
57,63,283,792,282,508,85,512,399,946,615,100,858,188,607,636,317,480,646,913,
639,885,507,775,266,752,183,638,695,292,897,424,545,719,108,659,253,862,336,561,
41,477,106,816,461,314,358,366,930,690,958,601,408,839,861,565,602,539,145,853,
811,555,402,731,874,765,238,359,384,340,240,527,449,743,570,86,485,370,389,279,
153,254,323,842,131,202,368,243,609,455,933,436,875,479,300,246,784,346,458,912,
